,value,count
0,,66
1,1.05,1
2,0.72,3
3,2.44,1
4,0.01,3
5,1.09,1
6,?,4
7,0.46,2
8,0.73,1
9,1.40 (2018),1
10,0.54,1
11,0.69,1
12,0.9,1
13,2.39,1
14,0.33,1
15,1.43,1
16,0.15,1
17,1.19,1
18,2.17,1
19,1.64,1
20,0.47,1
21,0.91,1
22,1.02,1
23,0.29,1
24,0.41 (2013),1
25,0.74,1
26,1.25 (2009),1
27,0.04 (2008),1
28,0.62,1
29,0.43,1
30,0.00 (1999),1
31,0.07,1
32,1.16,1
33,0.88,1
34,0.26,1
35,6.59,1
36,0.24,1
37,0.92 (2015),1
38,0.17,1
39,1.40,1
40,0.14,1
41,0.01 (2015),1
42,0.03,1
43,0.10,1
44,1.12,1
45,0.06 (2011),1
46,2.15,1
47,0.0165 (1994-),1
48,0.97,1
49,1.71,1
50,1.80 (2009),1
51,0.43 (2015),1
52,0.96,1
53,2.32 (2017),1
54,0.12 (1994),1
55,0.81 (2013),1
56,0.16,1
57,4.55,1
